WigleWifi-1.4,appRelease=2.26,model=LG-D855,release=6.0,device=g3,display=MRA58K,board=MSM8974,brand=lge
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:39,6,-87,32.07813046,34.9325293,58,14,WIFI
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:46:39,0,-73,32.07813046,34.9325293,58,14,GSM
00:18:25:16:79:c0,Einat,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:41,1,-86,32.07769592,34.93250602,56,11,WIFI
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:45,6,-83,32.07670315,34.9326325,64,11,WIFI
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:46:45,0,-85,32.07670315,34.9326325,64,11,GSM
00:18:25:16:79:c0,Einat,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:47,1,-87,32.07621117,34.93275388,63,11,WIFI
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:51,6,-87,32.0752729,34.93302301,57,11,WIFI
42502_12671_4441108,GOLAN T,HSPA;il,2017-11-05 14:46:51,0,-71,32.0752729,34.93302301,57,11,GSM
00:18:25:16:79:c0,Einat,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:53,1,-87,32.07479161,34.93314603,60,11,WIFI
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:46:57,6,-78,32.07381547,34.93344137,57,12,WIFI
42502_12671_4441108,GOLAN T,HSPA;il,2017-11-05 14:46:57,0,-81,32.07381547,34.93344137,57,12,GSM
42502_12671_4441108,GOLAN T,HSPA;il,2017-11-05 14:46:59,0,-71,32.07335824,34.93359425,57,14,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:47:02,6,-86,32.07265388,34.93377385,56,11,WIFI
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:47:04,0,-81,32.07218236,34.93390464,57,11,GSM
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:47:06,0,-71,32.07176999,34.93400726,56,11,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:47:08,6,-83,32.07134989,34.93405628,55,11,WIFI
42502_12671_4456086,GOLAN T,HSPA;il,2017-11-05 14:47:12,0,-71,32.07057682,34.93392604,55,11,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:47:14,6,-84,32.07020936,34.93379738,56,11,WIFI
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:47:14,0,-71,32.07020936,34.93379738,56,11,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:47:20,6,-80,32.06915119,34.93349719,54,11,WIFI
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:47:20,0,-71,32.06915119,34.93349719,54,11,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:47:35,6,-80,32.06813453,34.93301763,64,13,WIFI
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:47:35,1,-83,32.06813453,34.93301763,64,13,WIFI
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:47:35,0,-75,32.06813453,34.93301763,64,13,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:47:43,6,-82,32.06816344,34.93174238,65,13,WIFI
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:47:43,1,-83,32.06816344,34.93174238,65,13,WIFI
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:47:43,0,-79,32.06816344,34.93174238,65,13,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:47:49,6,-82,32.06816182,34.93049876,67,12,WIFI
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:47:49,0,-79,32.06816182,34.93049876,67,12,GSM
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:47:51,0,-73,32.06813669,34.93007191,65,13,GSM
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:47:57,1,-80,32.06807997,34.92875565,63,13,WIFI
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:47:57,0,-91,32.06807997,34.92875565,63,13,GSM
42502_12671_4456087,GOLAN T,HSPA;il,2017-11-05 14:48:00,0,-85,32.06806462,34.9280667,61,14,GSM
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:48:02,1,-80,32.06801601,34.92766206,60,13,WIFI
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:48:04,0,-85,32.06801099,34.92716749,58,15,GSM
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:48:07,1,-87,32.06794993,34.92658645,56,15,WIFI
42502_12671_4456246,GOLAN T,HSPA;il,2017-11-05 14:48:07,0,-91,32.06794993,34.92658645,56,15,GSM
42502_12671_4456246,GOLAN T,HSPA;il,2017-11-05 14:48:12,0,-85,32.06787273,34.92564453,55,17,GSM
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:48:14,1,-87,32.06789743,34.92524249,55,17,WIFI
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:48:17,6,-86,32.06796592,34.92475401,56,14,WIFI
42502_12671_4456246,GOLAN T,HSPA;il,2017-11-05 14:48:19,0,-85,32.06794134,34.9244767,52,14,GSM
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:48:23,6,-85,32.06791229,34.92373027,53,15,WIFI
42502_12671_4456247,GOLAN T,HSPA;il,2017-11-05 14:48:25,0,-85,32.06787397,34.9233433,53,15,GSM
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:48:27,1,-73,32.06784736,34.92295372,53,19,WIFI
32:07:4d:b9:44:b6,AndroidAP,[WPA2-PSK-CCMP][ESS],2017-11-05 14:48:29,6,-85,32.06782016,34.92256959,53,27,WIFI
08:97:58:33:ab:1c,wifi in car-0170,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:48:29,2,-79,32.06782016,34.92256959,53,27,WIFI
42502_12671_4456247,GOLAN T,HSPA;il,2017-11-05 14:48:31,0,-75,32.06781223,34.92220897,52,38,GSM
24:a4:3c:a4:e2:81,,[WPA2-PSK-TKIP][ESS],2017-11-05 14:48:33,1,-73,32.06779969,34.92183774,52,58,WIFI
08:97:58:33:ab:1c,wifi in car-0170,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:48:35,2,-79,32.06778773,34.92133324,54,83,WIFI
42502_12671_4456247,GOLAN T,HSPA;il,2017-11-05 14:48:35,0,-69,32.06778773,34.92133324,54,83,GSM
68:72:51:44:e1:2f,,[WPA2-PSK-CCMP][ESS],2017-11-05 14:48:37,11,-86,32.06782387,34.92093429,54,90,WIFI
42502_12671_4456247,GOLAN T,HSPA;il,2017-11-05 14:48:41,0,-69,32.06782544,34.92015528,53,118,GSM
68:72:51:44:e1:2f,,[WPA2-PSK-CCMP][ESS],2017-11-05 14:48:43,11,-86,32.06781076,34.91976817,53,161,WIFI
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:48:46,0,-79,32.06789943,34.91900334,53,219,GSM
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:48:53,0,-79,32.06780943,34.9174815,53,159,GSM
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:48:57,0,-79,32.06783971,34.91635206,53,221,GSM
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:49:03,0,-67,32.06747603,34.91372372,56,22,GSM
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:49:09,0,-75,32.06742919,34.91223764,50,13,GSM
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:49:13,0,-71,32.06728398,34.91109816,54,13,GSM
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:49:17,0,-71,32.06726205,34.90997635,54,12,GSM
f8:e9:03:10:9e:5b,blz2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:49:19,6,-84,32.0672274,34.90944185,52,12,WIFI
f8:23:b2:8a:59:86,Partner-4G-5986,[WPA2-PSK-CCMP][ESS],2017-11-05 14:49:21,4,-87,32.06720856,34.90887781,49,12,WIFI
42502_12671_4456248,GOLAN T,UNKNOWN;il,2017-11-05 14:49:21,0,-71,32.06720856,34.90887781,49,12,GSM
f8:e9:03:10:9e:5b,blz2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:49:23,6,-84,32.06713184,34.9083322,49,12,WIFI
42502_12671_4446017,GOLAN T,HSPA;il,2017-11-05 14:49:23,0,-71,32.06713184,34.9083322,49,12,GSM
f8:23:b2:8a:59:86,Partner-4G-5986,[WPA2-PSK-CCMP][ESS],2017-11-05 14:49:25,4,-87,32.06705817,34.90773342,48,12,WIFI
04:a1:51:c9:7f:22,lion,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:49:25,6,-79,32.06705817,34.90773342,48,12,WIFI
f8:e9:03:10:9e:5b,blz2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:49:27,6,-84,32.06702996,34.90710411,48,12,WIFI
42502_12671_4446017,GOLAN T,HSPA;il,2017-11-05 14:49:27,0,-71,32.06702996,34.90710411,48,12,GSM
f8:23:b2:8a:59:86,Partner-4G-5986,[WPA2-PSK-CCMP][ESS],2017-11-05 14:49:29,4,-87,32.0669867,34.90649136,48,11,WIFI
04:a1:51:c9:7f:22,lion,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:49:29,6,-79,32.0669867,34.90649136,48,11,WIFI
42502_12671_4446017,GOLAN T,HSPA;il,2017-11-05 14:49:31,0,-71,32.06694754,34.90588359,48,11,GSM
04:a1:51:c9:7f:22,lion,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:49:33,6,-79,32.06685466,34.9053052,47,11,WIFI
42502_12671_4446017,GOLAN T,HSPA;il,2017-11-05 14:49:35,0,-71,32.06680048,34.90470196,47,12,GSM
42502_12671_4446017,GOLAN T,HSPA;il,2017-11-05 14:49:39,0,-75,32.06674185,34.90349979,49,11,GSM
42502_12671_4446018,GOLAN T,UNKNOWN;il,2017-11-05 14:49:43,0,-75,32.06680885,34.90225875,51,11,GSM
42502_12671_4446018,GOLAN T,UNKNOWN;il,2017-11-05 14:49:47,0,-73,32.06702107,34.90106106,50,11,GSM
42502_12671_4446018,GOLAN T,UNKNOWN;il,2017-11-05 14:49:51,0,-75,32.06741951,34.89991977,50,11,GSM
42502_12671_4446018,GOLAN T,UNKNOWN;il,2017-11-05 14:49:55,0,-75,32.06786736,34.89874318,54,11,GSM
42502_12671_4446018,GOLAN T,UNKNOWN;il,2017-11-05 14:49:59,0,-75,32.06827293,34.89762965,52,12,GSM
42502_901_3842079,GOLAN T,UNKNOWN;il,2017-11-05 14:50:02,0,-113,32.06853533,34.89679939,52,14,GSM
68:72:51:4a:7c:9d,ALON,[WPA2-PSK-CCMP][ESS],2017-11-05 14:50:02,8,-83,32.06853533,34.89679939,52,14,WIFI
42502_12671_4444887,GOLAN T,HSPA;il,2017-11-05 14:50:02,0,-73,32.06853533,34.89679939,52,14,GSM
68:72:51:4a:7c:9d,ALON,[WPA2-PSK-CCMP][ESS],2017-11-05 14:50:18,8,-83,32.0693133,34.89210844,53,23,WIFI
42502_12671_4444887,GOLAN T,HSPA;il,2017-11-05 14:50:18,0,-61,32.0693133,34.89210844,53,23,GSM
68:72:51:4a:7c:9d,ALON,[WPA2-PSK-CCMP][ESS],2017-11-05 14:50:22,8,-83,32.06946208,34.89097815,54,16,WIFI
42502_12671_4444887,GOLAN T,HSPA;il,2017-11-05 14:50:22,0,-61,32.06946208,34.89097815,54,16,GSM
42502_12671_4444887,GOLAN T,HSPA;il,2017-11-05 14:50:26,0,-73,32.06970991,34.8899491,50,13,GSM
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:50:30,0,-73,32.070009,34.88891214,47,12,GSM
68:72:51:5c:b8:7b,Crane,[WPA2-PSK-CCMP][ESS],2017-11-05 14:50:34,3,-86,32.07027545,34.88779211,48,11,WIFI
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:50:34,0,-73,32.07027545,34.88779211,48,11,GSM
68:72:51:5c:b8:7b,Crane,[WPA2-PSK-CCMP][ESS],2017-11-05 14:50:38,3,-86,32.07053257,34.88668044,48,11,WIFI
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:50:38,0,-73,32.07053257,34.88668044,48,11,GSM
68:72:51:5c:b8:7b,Crane,[WPA2-PSK-CCMP][ESS],2017-11-05 14:50:44,3,-86,32.07074833,34.88498547,46,15,WIFI
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:50:44,0,-79,32.07074833,34.88498547,46,15,GSM
00:1a:dd:e1:db:c4,Wirless-Afikim,[ESS],2017-11-05 14:50:48,4,-80,32.07073431,34.88379245,49,11,WIFI
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:50:48,0,-79,32.07073431,34.88379245,49,11,GSM
00:1a:dd:e1:db:c4,Wirless-Afikim,[ESS],2017-11-05 14:50:50,4,-73,32.07068891,34.8832106,51,11,WIFI
00:1a:dd:e1:db:c5,,[ESS],2017-11-05 14:50:50,4,-73,32.07068891,34.8832106,51,11,WIFI
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:50:52,0,-79,32.07065094,34.88264488,53,11,GSM
00:1a:dd:e1:db:c4,Wirless-Afikim,[ESS],2017-11-05 14:50:54,4,-74,32.0706231,34.8820911,54,11,WIFI
00:1a:dd:e1:db:c5,,[ESS],2017-11-05 14:50:54,4,-76,32.0706231,34.8820911,54,11,WIFI
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:50:56,0,-79,32.07058193,34.8815307,52,10,GSM
00:1a:dd:e1:db:c4,Wirless-Afikim,[ESS],2017-11-05 14:50:58,4,-74,32.07057069,34.88099416,52,10,WIFI
00:1a:dd:e1:db:c5,,[ESS],2017-11-05 14:50:58,4,-76,32.07057069,34.88099416,52,10,WIFI
42502_12671_4444886,GOLAN T,UNKNOWN;il,2017-11-05 14:51:00,0,-79,32.0705539,34.88045649,55,11,GSM
00:1a:dd:e1:db:c4,Wirless-Afikim,[ESS],2017-11-05 14:51:02,4,-74,32.07054996,34.87991434,55,11,WIFI
00:1a:dd:e1:db:c5,,[ESS],2017-11-05 14:51:02,4,-76,32.07054996,34.87991434,55,11,WIFI
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:51:02,0,-79,32.07054996,34.87991434,55,11,GSM
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:04,0,-79,32.07056415,34.87935259,56,11,GSM
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:08,0,-73,32.07064956,34.87826441,55,13,GSM
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:12,0,-73,32.07079936,34.87714257,56,12,GSM
34:0b:01:19:21:7e,Afikim-wifi,[ESS],2017-11-05 14:51:14,7,-80,32.07086443,34.87656393,58,12,WIFI
34:0a:12:31:21:87,KavimK-wifi,[ESS],2017-11-05 14:51:16,7,-82,32.07091207,34.87604252,58,13,WIFI
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:16,0,-73,32.07091207,34.87604252,58,13,GSM
34:0b:01:19:21:7e,Afikim-wifi,[ESS],2017-11-05 14:51:18,7,-80,32.07094384,34.87554872,61,13,WIFI
34:0a:12:31:21:87,KavimK-wifi,[ESS],2017-11-05 14:51:20,7,-82,32.07100595,34.87492442,60,13,WIFI
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:20,0,-73,32.07100595,34.87492442,60,13,GSM
34:0b:01:19:21:7e,Afikim-wifi,[ESS],2017-11-05 14:51:22,7,-80,32.07106284,34.87435645,61,12,WIFI
34:0a:12:31:21:87,KavimK-wifi,[ESS],2017-11-05 14:51:24,7,-82,32.07108035,34.87376737,60,12,WIFI
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:24,0,-83,32.07108035,34.87376737,60,12,GSM
10:5a:f7:07:3a:81,Uzi_2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:51:26,6,-86,32.07107637,34.87315205,61,12,WIFI
6c:b0:ce:a5:b8:96,Limor_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:51:28,1,-81,32.07107544,34.8725493,62,11,WIFI
a0:ab:1b:5e:d9:48,225_5ed944,[WPA2-PSK-CCMP][ESS],2017-11-05 14:51:28,1,-84,32.07107544,34.8725493,62,11,WIFI
3c:52:82:ac:6a:73,DIRECT-72-HP ENVY 4520 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:51:28,1,-86,32.07107544,34.8725493,62,11,WIFI
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:28,0,-83,32.07107544,34.8725493,62,11,GSM
10:5a:f7:07:3a:81,Uzi_2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:51:30,6,-86,32.07111038,34.87190117,61,11,WIFI
6c:b0:ce:a5:b8:96,Limor_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:51:32,1,-83,32.07113223,34.87128232,62,11,WIFI
a0:ab:1b:5e:d9:48,225_5ed944,[WPA2-PSK-CCMP][ESS],2017-11-05 14:51:32,1,-84,32.07113223,34.87128232,62,11,WIFI
3c:52:82:ac:6a:73,DIRECT-72-HP ENVY 4520 series,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:51:32,1,-86,32.07113223,34.87128232,62,11,WIFI
42502_12671_4442776,GOLAN T,HSPA;il,2017-11-05 14:51:32,0,-83,32.07113223,34.87128232,62,11,GSM
10:5a:f7:07:3a:81,Uzi_2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:51:34,6,-86,32.07115842,34.87063242,58,12,WIFI
42502_12671_4442778,GOLAN T,UNKNOWN;il,2017-11-05 14:51:34,0,-73,32.07115842,34.87063242,58,12,GSM
6c:b0:ce:a5:b8:96,Limor_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:51:36,1,-83,32.07118807,34.87003324,58,12,WIFI
a0:ab:1b:5e:d9:48,225_5ed944,[WPA2-PSK-CCMP][ESS],2017-11-05 14:51:36,1,-84,32.07118807,34.87003324,58,12,WIFI
10:5a:f7:07:3a:81,Uzi_2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:51:38,6,-86,32.07117783,34.869438,57,12,WIFI
42502_12671_4442778,GOLAN T,UNKNOWN;il,2017-11-05 14:51:38,0,-83,32.07117783,34.869438,57,12,GSM
6c:b0:ce:a5:b8:96,Limor_2.4,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:51:40,1,-83,32.07117957,34.86883435,58,11,WIFI
42502_12671_4442778,GOLAN T,UNKNOWN;il,2017-11-05 14:51:42,0,-83,32.07119558,34.86821897,61,11,GSM
42502_12671_4442778,GOLAN T,UNKNOWN;il,2017-11-05 14:51:44,0,-69,32.07114395,34.86765892,62,11,GSM
42502_12671_4442778,GOLAN T,UNKNOWN;il,2017-11-05 14:51:48,0,-69,32.07094586,34.86648379,63,12,GSM
42502_12671_4442778,GOLAN T,UNKNOWN;il,2017-11-05 14:51:52,0,-81,32.07061986,34.86532174,65,12,GSM
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:51:54,0,-81,32.07046167,34.86476161,64,12,GSM
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:51:58,0,-81,32.07009721,34.86357284,64,12,GSM
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:52:00,0,-73,32.06993952,34.86299447,61,12,GSM
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:52:04,0,-73,32.06969187,34.86181641,58,13,GSM
00:15:6d:e4:a8:3c,mekorot,[WPA2-PSK-TKIP][ESS],2017-11-05 14:52:08,1,-82,32.06936915,34.86059394,58,13,WIFI
00:15:6d:e4:a8:3c,mekorot,[WPA2-PSK-TKIP][ESS],2017-11-05 14:52:12,1,-82,32.06898762,34.85939309,56,13,WIFI
42502_51721_4777757,GOLAN T,HSPA;il,2017-11-05 14:52:12,0,-77,32.06898762,34.85939309,56,13,GSM
00:15:6d:e4:a8:3c,mekorot,[WPA2-PSK-TKIP][ESS],2017-11-05 14:52:16,1,-82,32.0686911,34.85820685,55,13,WIFI
42502_51721_4777757,GOLAN T,HSPA;il,2017-11-05 14:52:16,0,-77,32.0686911,34.85820685,55,13,GSM
42502_51721_4777757,GOLAN T,HSPA;il,2017-11-05 14:52:20,0,-77,32.06841261,34.85695271,54,14,GSM
42502_51721_4777757,GOLAN T,HSPA;il,2017-11-05 14:52:24,0,-77,32.06820079,34.85575708,53,13,GSM
42502_51721_4777757,GOLAN T,HSPA;il,2017-11-05 14:52:28,0,-77,32.06803755,34.85457721,49,13,GSM
34:0b:03:22:24:ba,afikim-wifi,[ESS],2017-11-05 14:52:30,7,-80,32.06796641,34.85396465,50,12,WIFI
42502_722_4074529,GOLAN T,UNKNOWN;il,2017-11-05 14:52:30,0,-113,32.06796641,34.85396465,50,12,GSM
34:0b:03:22:24:ba,afikim-wifi,[ESS],2017-11-05 14:52:34,7,-80,32.06782403,34.85277904,49,12,WIFI
42502_722_4074529,GOLAN T,UNKNOWN;il,2017-11-05 14:52:34,0,-113,32.06782403,34.85277904,49,12,GSM
34:0b:03:22:24:ba,afikim-wifi,[ESS],2017-11-05 14:52:38,7,-80,32.06765489,34.85166039,47,12,WIFI
42502_722_4074529,GOLAN T,UNKNOWN;il,2017-11-05 14:52:38,0,-113,32.06765489,34.85166039,47,12,GSM
42502_51721_4777758,GOLAN T,HSPA;il,2017-11-05 14:52:40,0,-91,32.0675934,34.85108182,50,11,GSM
42502_51721_4777758,GOLAN T,HSPA;il,2017-11-05 14:52:44,0,-91,32.06744423,34.8499741,50,11,GSM
08:97:58:33:47:66,wifi in car-1183,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:52:46,4,-81,32.06737075,34.84943638,50,12,WIFI
42502_51721_4777758,GOLAN T,HSPA;il,2017-11-05 14:52:48,0,-91,32.06725736,34.84890723,52,11,GSM
08:97:58:33:47:66,wifi in car-1183,[WPA-PSK-CCMP][WPS][ESS],2017-11-05 14:52:50,4,-81,32.0671062,34.84836091,50,12,WIFI
42502_51721_4777758,GOLAN T,HSPA;il,2017-11-05 14:52:52,0,-91,32.06697694,34.84783979,50,14,GSM
42502_51721_4768964,GOLAN T,HSPA;il,2017-11-05 14:52:52,0,-97,32.06697694,34.84783979,50,14,GSM
42502_51721_4768964,GOLAN T,HSPA;il,2017-11-05 14:52:52,0,-91,32.06697694,34.84783979,50,14,GSM
42502_51721_4738970,GOLAN T,HSPA;il,2017-11-05 14:52:52,0,-91,32.06697694,34.84783979,50,14,GSM
42502_51721_4738970,GOLAN T,HSPA;il,2017-11-05 14:52:52,0,-81,32.06697694,34.84783979,50,14,GSM
00:21:04:dd:0c:22,Chen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-05 14:53:08,1,-81,32.06534938,34.84412574,50,19,WIFI
14:ae:db:b7:76:f5,varda,[WPA2-PSK-CCMP][ESS],2017-11-05 14:53:08,6,-92,32.06534938,34.84412574,50,19,WIFI
42502_51721_4738970,GOLAN T,HSPA;il,2017-11-05 14:53:08,0,-81,32.06534938,34.84412574,50,19,GSM
42502_51721_4738970,GOLAN T,HSPA;il,2017-11-05 14:53:10,0,-69,32.06528182,34.84391093,51,12,GSM
00:21:04:dd:0c:22,Chen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-05 14:53:16,1,-81,32.06512231,34.84309188,54,8,WIFI
14:ae:db:b7:76:f5,varda,[WPA2-PSK-CCMP][ESS],2017-11-05 14:53:16,6,-92,32.06512231,34.84309188,54,8,WIFI
42502_51721_4733700,GOLAN T,HSPA;il,2017-11-05 14:53:16,0,-85,32.06512231,34.84309188,54,8,GSM
42502_51721_4733700,GOLAN T,HSPA;il,2017-11-05 14:53:22,0,-73,32.0651081,34.84264101,58,9,GSM
42502_51721_4738969,GOLAN T,HSPA;il,2017-11-05 14:53:26,0,-73,32.06498685,34.8424558,51,8,GSM
42502_51721_4733700,GOLAN T,HSPA;il,2017-11-05 14:53:36,0,-73,32.06505238,34.84160802,52,6,GSM
42502_51721_4738969,GOLAN T,HSPA;il,2017-11-05 14:53:42,0,-75,32.06509105,34.84116674,52,6,GSM
42502_51721_4733700,GOLAN T,HSPA;il,2017-11-05 14:53:50,0,-79,32.06514234,34.84060801,50,6,GSM
42502_51721_4763694,GOLAN T,HSPA;il,2017-11-05 14:53:58,0,-79,32.06524472,34.83978787,48,7,GSM
42502_51721_4763694,GOLAN T,HSPA;il,2017-11-05 14:54:12,0,-79,32.06530874,34.83876456,46,11,GSM
42502_51721_4763693,GOLAN T,UNKNOWN;il,2017-11-05 14:54:14,0,-79,32.06532757,34.83863222,45,11,GSM
60:e3:27:7b:db:ba,FLOOR_2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:54:22,7,-84,32.06524609,34.83807653,42,10,WIFI
10:be:f5:37:14:84,eddie1313,[WPA2-PSK-CCMP][ESS],2017-11-05 14:54:22,9,-86,32.06524609,34.83807653,42,10,WIFI
42502_51721_4772413,GOLAN T,HSPA;il,2017-11-05 14:54:30,0,-79,32.06493188,34.83761055,46,11,GSM
5a:be:f5:37:14:85,BezeqFree,[WPA2-PSK-CCMP][ESS],2017-11-05 14:54:32,9,-84,32.06489724,34.83763247,47,10,WIFI
a0:4f:d4:3b:4b:61,rony,[WPA2-PSK-CCMP][ESS],2017-11-05 14:54:35,1,-83,32.06480668,34.83757054,48,11,WIFI
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:54:35,0,-93,32.06480668,34.83757054,48,11,GSM
42502_2147483647_2147483647,GOLAN T,UNKNOWN;il,2017-11-05 14:54:36,0,-79,32.06475505,34.83754569,48,11,GSM
42502_51721_4758693,GOLAN T,UNKNOWN;il,2017-11-05 14:54:38,0,-79,32.06470636,34.83753802,49,10,GSM
00:80:48:7f:b3:1d,Metropoline 072,[ESS],2017-11-05 14:54:44,1,-84,32.06454698,34.83751843,51,10,WIFI
60:e3:27:7b:db:ba,FLOOR_2,[WPA2-PSK-CCMP][WPS][ESS],2017-11-05 14:54:50,7,-85,32.06419593,34.83742171,48,10,WIFI
a0:4f:d4:44:4c:61,Shirley,[WPA2-PSK-CCMP][ESS],2017-11-05 14:54:52,1,-82,32.06406299,34.8373797,49,10,WIFI
14:ae:db:3c:70:2a,ifat_2.4,[WPA2-PSK-CCMP][ESS],2017-11-05 14:54:55,10,-82,32.06382173,34.83730272,50,12,WIFI
